Dress_ID,Price,Rating,Size,Season,NeckLine,SleeveLength
1006032852,Low,4.6,M,Summer,o-neck,sleevless
1212192089,Low,0,L,Summer,o-neck,Petal
1190380701,High,0,L,Automn,o-neck,full
966005983,Average,4.6,L,Spring,o-neck,full
876339541,Low,4.5,M,Summer,o-neck,butterfly
1068332458,Low,0,M,Summer,v-neck,sleevless
1220707172,Average,0,XL,Summer,o-neck,full
1219677488,Average,0,free,Automn,o-neck,short
1113094204,Average,0,free,Spring,v-neck,short
985292672,Low,0,free,Summer,v-neck,sleevless
1117293701,Average,5,free,Summer,o-neck,full
898481530,Average,0,free,Spring,v-neck,short
957723897,Low,4.7,M,Winter,o-neck,threequarter
749031896,Average,4.8,M,Summer,o-neck,short
1055411544,Low,5,M,Summer,boat-neck,short
1162628131,Low,0,free,Winter,boat-neck,full
624314841,Average,4.7,L,spring,o-neck,short
830467746,Medium,5,free,Automn,o-neck,full
840857118,Average,0,M,Winter,peterpan-collor,threequarter
1113221101,Average,5,M,Automn,o-neck,sleevless
861754372,Average,4.5,L,Automn,o-neck,full
856178100,Low,4.3,M,Summer,o-neck,sleevless
1122989777,Low,4,XL,Summer,v-neck,short
840516484,Average,4.7,S,Summer,v-neck,sleevless
768517084,Average,0,free,Automn,v-neck,sleevless
1139843344,Average,0,M,Automn,o-neck,sleevless
1004212992,Average,4.7,M,Spring,o-neck,sleevless
1235426503,Low,0,L,Summer,o-neck,sleevless
942808364,Low,4.3,free,Automn,o-neck,sleevless
629131530,Low,4.7,M,Spring,ruffled,short
851945460,Average,4.6,L,Automn,o-neck,sleevless
1150275464,Low,0,M,Spring,o-neck,sleevless
1026634314,Average,4.4,L,Automn,o-neck,sleevless
978773911,Average,4.3,L,Spring,o-neck,sleevless
827791337,High,4.7,M,Spring,o-neck,threequarter
640823350,Low,4.6,free,Winter,boat-neck,full
801861988,Average,4.6,free,Winter,o-neck,full
1060207186,Average,0,M,Automn,o-neck,short
1054679816,Average,4.6,M,Winter,o-neck,sleevless
941190190,Average,4.5,M,Spring,v-neck,short
943844640,Average,5,free,Spring,v-neck,sleevless
661795386,Low,4.4,L,Automn,o-neck,halfsleeve
875312593,Average,4.8,M,Winter,o-neck,short
971387676,Low,4.8,free,Spring,o-neck,sleevless
1021185637,Average,4.8,M,Winter,o-neck,sleevless
1163826114,Average,0,M,Winter,o-neck,short
735635595,Average,4.8,L,Spring,v-neck,threequarter
1175184188,Average,0,M,Summer,o-neck,halfsleeve
679415939,Low,4.7,M,Summer,o-neck,sleevless
884147971,Medium,0,L,Winter,boat-neck,full
841203385,Low,5,free,Summer,v-neck,sleevless
1117997056,Low,4.3,free,Summer,o-neck,sleevless
1160536550,Average,0,L,Spring,o-neck,halfsleeve
828623528,Average,4.6,free,Automn,o-neck,sleevless
763708514,Average,4.5,M,Spring,o-neck,threequarter
1153442065,Average,0,S,Winter,turndowncollor,full
743729613,Average,4.9,S,Winter,turndowncollor,full
1000493051,Low,4.6,L,Automn,o-neck,sleevless
911085061,Low,4.5,M,Summer,v-neck,sleevless
1174854264,Average,0,M,Automn,slash-neck,sleevless
1053296757,High,0,M,Spring,v-neck,full
1033843327,Average,0,free,Spring,o-neck,short
1083779666,Average,5,M,Summer,o-neck,short
746255172,Average,4.7,M,spring,o-neck,sleevless
1100974555,Low,4,S,Automn,o-neck,sleevless
1019134411,Average,5,M,Automn,v-neck,short
1072477320,Low,0,free,Summer,v-neck,halfsleeve
638423913,Medium,4.5,S,Winter,o-neck,full
936425780,Average,4.8,L,Summer,v-neck,short
1146088956,Medium,0,M,Automn,v-neck,short
864253055,Average,5,free,Summer,v-neck,sleevless
1210582154,Low,0,M,Spring,v-neck,short
926480831,Average,4.2,M,Winter,v-neck,sleevless
757260823,Low,4.8,free,Spring,o-neck,full
630561922,Low,4.4,S,Automn,o-neck,sleevless
734061929,Low,4.7,L,Spring,o-neck,short
842060995,Average,5,XL,Winter,boat-neck,full
1078431253,Low,0,free,Spring,v-neck,sleevless
939770391,Average,0,free,Spring,o-neck,sleevless
943188872,very-high,4.7,free,Winter,v-neck,sleevless
1130994272,Low,5,M,Summer,v-neck,sleevless
907117649,Average,4.7,M,Spring,v-neck,sleevless
967999477,Low,5,free,Spring,o-neck,full
944656411,Low,4.6,M,Summer,o-neck,short
1096779299,Average,0,free,Winter,o-neck,halfsleeve
1036333255,low,4.9,L,Summer,boat-neck,short
1065316076,Low,0,S,Automn,o-neck,full
995802744,Average,4,S,Automn,v-neck,sleevless
1018110870,Low,5,M,Automn,o-neck,full
850586379,Average,4.6,M,Winter,peterpan-collor,threequarter
1169895668,Average,0,L,Spring,boat-neck,sleevless
688966772,Average,4.8,L,Winter,o-neck,short
1194626925,Medium,0,M,Winter,mandarin-collor,halfsleeve
876708804,Low,4.8,M,Spring,o-neck,halfsleeve
1118628066,Medium,0,S,Spring,v-neck,full
1027818824,Medium,0,M,Spring,v-neck,threequarter
891103323,Average,0,M,Spring,o-neck,sleevless
1166855026,Average,0,free,Winter,v-neck,full
1023850025,Low,4.8,S,Summer,o-neck,short
805438829,Low,4.8,L,Summer,v-neck,full
836788720,Average,4,free,Summer,open,full
835787654,Average,4.7,L,Summer,v-neck,short
1148457078,Low,0,free,Winter,o-neck,halfsleeve
887476609,Low,4.8,free,Summer,o-neck,short
535968075,Medium,4.6,L,Winter,sqare-collor,short
892801580,Average,4.7,L,Summer,o-neck,short
732650169,Low,4.7,M,Spring,o-neck,short
680070369,Low,4.6,free,Automn,o-neck,full
1002440915,Medium,0,free,Spring,o-neck,sleevless
737538048,Average,4.7,L,Automn,o-neck,halfsleeve
1104450248,Average,0,L,Automn,v-neck,sleevless
797673346,Low,4.7,free,Winter,o-neck,sleevless
1039982741,Average,0,M,Automn,o-neck,short
829087315,Average,4.8,L,Automn,slash-neck,sleevless
1032990258,Average,5,M,Spring,o-neck,halfsleeve
939422280,Average,4.3,L,Winter,o-neck,sleevless
974746803,Average,4.5,L,Spring,o-neck,short
1018130478,Low,4.7,L,Automn,o-neck,full
956758119,Low,4.5,free,Automn,v-neck,short
903426442,Average,3.6,L,Winter,v-neck,full
861626197,Average,4.8,L,Winter,v-neck,short
1077015977,Average,0,free,Summer,o-neck,sleevless
817870237,Low,4.6,free,Spring,o-neck,full
1078996836,Low,0,free,Winter,v-neck,sleevless
881530990,Average,4.6,L,Spring,o-neck,short
937046375,Average,4.4,M,Summer,o-neck,short
870994067,Low,4.9,M,Automn,o-neck,short
893330898,Low,4.6,free,Summer,v-neck,sleevless
822053936,Average,4.4,free,Automn,v-neck,threequarter
1059959935,Average,0,free,Spring,o-neck,short
1197204708,Low,0,M,Summer,v-neck,full
713439584,Average,4.6,M,Winter,o-neck,full
732736124,Average,4.6,M,Spring,v-neck,full
709353440,Average,4.7,L,Winter,o-neck,sleevless
1031230798,Average,4.7,L,Automn,o-neck,sleevless
1225512606,High,0,M,Winter,o-neck,threequarter
1158347154,Average,0,XL,Winter,o-neck,short
976975672,Average,4.9,L,Automn,o-neck,short
520233308,Low,4.7,M,Automn,o-neck,full
935827969,Average,4.3,free,Summer,boat-neck,sleevless
1130624045,Low,0,free,Automn,slash-neck,short
547555172,Low,4.7,XL,Summer,o-neck,short
1083323104,low,4.5,L,Spring,o-neck,sleevless
955188745,Average,4.7,M,Automn,o-neck,sleevless
1140306858,Average,0,L,Spring,boat-neck,sleevless
895807023,low,4.7,free,Summer,o-neck,sleevless
818505402,low,4.4,free,Summer,turndowncollor,sleevless
897981100,Average,4.8,L,winter,v-neck,short
973481686,Average,4.3,free,winter,o-neck,short
1021375534,low,4.5,L,Summer,o-neck,sleevless
549437715,Average,4.4,M,Summer,turndowncollor,sleevless
1097548715,Medium,0,S,Winter,turndowncollor,halfsleeve
578702321,low,4.7,free,Summer,turndowncollor,sleevless
1155548915,High,0,L,Summer,o-neck,short
1199064757,low,0,free,Spring,v-neck,threequarter
1078994436,Average,0,S,Automn,slash-neck,short
949226757,Low,0,free,Spring,o-neck,short
832191944,Medium,5,free,Winter,o-neck,sleevless
869572905,Low,4.7,free,Summer,o-neck,sleevless
896048351,Low,4.8,free,Spring,v-neck,sleevless
854444464,Average,4.5,L,Winter,o-neck,short
1246749980,Average,0,S,Spring,o-neck,full
849613634,Average,3.7,free,Automn,boat-neck,full
1019768234,Average,4.8,L,Winter,o-neck,sleevless
785830491,Average,0,XL,Spring,boat-neck,full
832391864,Average,0,L,Winter,open,short
1069595866,Medium,5,M,Winter,o-neck,sleevless
733715437,Average,4.9,free,Summer,slash-neck,sleevless
828949946,High,4.9,S,Spring,o-neck,threequarter
765264430,Average,4.6,free,Winter,o-neck,full
722020708,Low,4.5,free,Winter,o-neck,full
980295760,Low,4.8,XL,Summer,o-neck,short
913978120,Medium,4.6,L,Summer,o-neck,short
1062354779,Average,4.5,M,Winter,v-neck,sleevless
1051749304,Average,0,S,Automn,o-neck,sleevless
1206128856,Low,0,L,Winter,o-neck,sleevless
956453735,low,5,L,Winter,o-neck,threequarter
767971724,Average,4.3,M,Spring,o-neck,full
722565148,low,4.4,free,Automn,o-neck,full
1167448608,low,0,free,Summer,peterpan-collor,short
549159213,Average,4.5,free,Summer,o-neck,short
940918554,low,4.7,M,Winter,slash-neck,sleevless
522776523,low,4.7,free,Spring,o-neck,sleevless
658650071,Medium,4.8,M,Winter,peterpan-collor,short
560474456,low,4.3,free,Winter,v-neck,sleevless
1150052066,Average,0,L,Winter,turndowncollor,full
929797706,Low,0,free,,o-neck,full
886351969,Medium,4.8,free,Spring,slash-neck,sleevless
1071947910,Average,0,S,Automn,v-neck,sleevless
813753347,Low,4.6,S,Spring,o-neck,full
733134203,Medium,4.7,free,Spring,turndowncollor,sleevless
851256794,low,4.7,free,Summer,o-neck,full
751049573,Average,4.8,M,Summer,o-neck,short
882490248,Average,0,M,Summer,o-neck,short
541172235,Average,4.7,M,winter,o-neck,full
727676110,low,4.6,free,winter,o-neck,full
891631697,Average,5,free,Summer,v-neck,sleevless
1059306768,Average,0,free,Summer,v-neck,sleevless
764321904,Average,5,L,winter,o-neck,threequarter
902108125,Average,4.8,free,Winter,o-neck,sleevless
874397327,Average,4.7,S,Summer,v-neck,short
861698160,Average,4.1,M,Automn,v-neck,full
981437831,Average,5,XL,Automn,o-neck,short
1036456647,Average,5,M,Summer,v-neck,sleevless
951280194,Average,4.6,L,Summer,slash-neck,short
1079373429,Average,4.5,M,Summer,peterpan-collor,sleevless
747381880,Average,4.5,L,Automn,o-neck,sleevless
1099363892,Average,0,M,Summer,o-neck,threequarter
941333009,Average,4.7,L,Summer,o-neck,sleevless
819651586,Low,4.7,free,Winter,o-neck,short
1043590098,low,5,free,Spring,slash-neck,sleevless
1091666465,Average,5,M,Winter,o-neck,sleevless
863336720,Average,4.3,free,Summer,o-neck,sleevless
771972560,low,4.5,M,Winter,v-neck,threequarter
756492184,Average,4.3,S,Spring,boat-neck,full
1097157656,Average,4.4,L,Automn,o-neck,halfsleeve
573923366,Low,4.3,M,Automn,open,short
756620535,Low,4.6,free,Summer,o-neck,full
765350508,low,4.6,L,Winter,o-neck,full
968294356,Average,4.6,M,Spring,o-neck,sleevless
1017678811,low,0,free,Automn,peterpan-collor,threequarter
933231033,Average,4.7,S,Spring,o-neck,halfsleeve
1199765487,Average,0,S,Summer,o-neck,sleevless
965817793,low,4.8,free,Summer,o-neck,sleevless
1074432879,Average,5,S,Winter,o-neck,sleevless
1132858821,very-high,0,free,Winter,v-neck,sleevless
905732124,low,4.4,free,Summer,o-neck,sleevless
711045472,Average,4.8,M,Automn,v-neck,short
923983419,Average,5,free,Summer,v-neck,sleevless
733025646,low,4.8,M,Automn,v-neck,full
720099861,Average,4.6,free,Winter,v-neck,full
923915314,Average,4.6,M,Winter,v-neck,full
1077555214,low,5,S,Spring,o-neck,sleevless
1216538883,Average,0,M,Winter,o-neck,short
531254082,low,4.8,free,Spring,o-neck,sleevless
890279029,Average,4.6,M,Automn,o-neck,short
995964089,Average,5,M,Spring,slash-neck,sleevless
868453353,Low,4.9,free,winter,o-neck,sleevless
1024954013,Average,4.7,L,Summer,o-neck,sleevless
685606338,Medium,4.6,M,winter,o-neck,full
877962269,Average,4.7,M,winter,v-neck,sleevless
995644296,Average,4.7,M,winter,v-neck,sleevless
1066273951,Average,3.5,M,winter,v-neck,short
822176645,Average,4.8,M,winter,o-neck,threequarter
659466129,Average,0,M,winter,o-neck,full
694493217,low,4.6,M,Summer,o-neck,sleevless
793162246,Average,4.7,L,Spring,v-neck,halfsleeve
817945281,low,4.5,free,Summer,o-neck,full
920902282,Average,4.7,M,Summer,o-neck,sleevless
727820291,low,4.5,M,Winter,o-neck,short
699738864,low,4.7,S,summer,o-neck,full
1197211965,Low,0,free,Summer,boat-neck,sleevless
682561447,very-high,5,M,Spring,slash-neck,sleevless
999081623,Average,4.9,M,Automn,v-neck,sleevless
1108613896,very-high,0,L,Winter,v-neck,sleevless
1054555186,very-high,0,M,Winter,v-neck,cap-sleeves
915238287,Low,4.4,M,Winter,v-neck,turndowncollor
1107279894,very-high,0,M,Spring,v-neck,threequater
1163040038,high,0,M,Winter,Sweetheart,sleevless
1091877430,high,0,M,Spring,Sweetheart,sleevless
1053467336,Average,5,M,Winter,o-neck,capsleeves
609889168,high,4.7,M,Winter,sweetheart,sleeveless
662727740,,4.8,free,Winter,o-neck,sleevless
1090993173,,4.5,L,Summer,,full
963684109,very-high,4.9,M,Spring,Sweetheart,sleeevless
619817668,high,4.6,M,winter,Sweetheart,sleevless
1066740059,Average,5,M,Spring,Sweetheart,sleevless
732184480,very-high,4.8,L,Spring,Sweetheart,sleevless
1044683061,very-high,0,M,Winter,Sweetheart,sleevless
579010251,high,4.6,L,Spring,slash-neck,sleevless
751364623,Average,4.8,L,,Sweetheart,sleevless
898316819,Medium,4.6,S,Winter,Scoop,short
622667306,very-high,4.9,M,Spring,Sweetheart,sleevless
809344968,Medium,4.8,S,Spring,v-neck,sleevless
754138176,very-high,4.2,L,Winter,v-neck,sleevless
674192921,Low,4.4,free,Summer,o-neck,sleevless
726446177,very-high,4.1,M,Winter,Scoop,short
1193747589,very-high,0,M,Winter,o-neck,full
676827184,high,4.6,M,Summer,Sweetheart,sleevless
619996560,Average,4.7,free,Winter,o-neck,sleevless
618420156,very-high,4.7,L,Winter,slash-neck,sleevless
689486739,very-high,4.5,M,Spring,v-neck,cap-sleeves
751364614,Average,4.7,free,Spring,Sweetheart,sleevless
825341937,high,4.8,M,Summer,Sweetheart,sleevless
736813752,high,4.6,M,Summer,slash-neck,sleevless
636178374,Medium,4.7,M,Winter,o-neck,sleevless
743485617,Average,4.4,free,Spring,Sweetheart,sleevless
933951149,Average,5,M,Spring,o-neck,sleevless
684561284,very-high,4.8,free,Spring,Sweetheart,sleevless
616295248,Medium,4.8,M,Spring,o-neck,sleevless
736076633,very-high,4.9,L,Spring,slash-neck,sleevless
1108073621,Medium,0,free,Winter,v-neck,short
1053002876,Average,5,free,Winter,o-neck,half
444282011,very-high,4.9,M,Spring,v-neck,sleevless
949336768,high,5,free,Summer,v-neck,sleevless
961972778,very-high,0,small,Spring,o-neck,full
893088817,Medium,4.7,M,Spring,o-neck,sleevless
952724683,Average,0,M,Spring,v-neck,sleevless
855037000,Average,4.4,free,Summer,slash-neck,sleevless
660016574,very-high,4.6,M,winter,o-neck,short
738079582,Low,4.4,free,winter,halter,sleevless
861001391,high,4.5,M,winter,o-neck,sleevless
1099696103,Average,4.8,free,Summer,o-neck,sleevless
1044288976,Average,5,M,Summer,o-neck,sleeveless
890848361,Average,4.9,free,Summer,o-neck,urndowncollor
929503394,Average,4.7,S,Summer,turndowncollor,short
1015249105,Average,4.9,M,Summer,sqare-collor,halfsleeve
707537639,low,4.7,L,Spring,o-neck,short
702984554,Average,4.8,L,Automn,o-neck,short
896048351,low,4.7,free,Spring,v-neck,sleeveless
1023830972,Average,0,S,Winter,slash-neck,halfsleeve
959052557,Average,4.2,S,Winter,v-neck,sleevless
1246945687,Average,0,free,Summer,o-neck,full
510519284,Low,4.3,free,Summer,backless,sleevless
1079958917,Average,3.7,M,Summer,boat-neck,sleevless
1024325244,Average,5,free,winter,o-neck,sleevless
841203385,low,5,free,Spring,v-neck,sleevless
1104504876,Low,0,free,Winter,o-neck,sleevless
1010356223,Average,4.8,M,Summer,v-neck,full
1031230798,Average,4.8,L,Winter,o-neck,sleevless
908989488,Average,0,free,Spring,o-neck,sleevless
822081627,Average,4.5,M,Summer,bowneck,sleevless
1116072373,Medium,4.2,M,Winter,o-neck,halfsleeve
856139963,Low,5,free,Spring,v-neck,full
1032982013,Average,5,L,Winter,o-neck,thressqatar
879756967,Low,4.8,M,Winter,v-neck,sleevless
912614690,Low,5,free,Spring,o-neck,short
1072784739,low,5,free,Spring,bowneck,sleevless
945651303,Low,5,M,Spring,o-neck,sleeevless
858212832,Average,4.3,M,Summer,NULL,NULL
1219677488,Average,0,free,winter,o-neck,short
886501087,low,0,L,Spring,o-neck,sleevless
944264938,Low,4.8,free,Spring,slash-neck,sleevless
918722829,Low,4.8,free,Summer,slash-neck,sleevless
750670078,Low,4.4,M,Winter,o-neck,sleevless
1028061165,Average,4.5,M,Winter,o-neck,sleevless
699738864,Low,4.7,S,Summer,o-neck,full
905732124,low,4.4,free,Spring,o-neck,sleevless
961230947,Average,4.9,M,Winter,slash-neck,short
849947393,Medium,4.6,free,Spring,o-neck,short
857432541,Low,4.7,free,Spring,o-neck,halfsleeve
1088674674,Low,4.7,M,Winter,o-neck,full
939250541,Average,4.8,M,Spring,o-neck,sleevless
876708804,Low,4.8,L,Summer,o-neck,sleevless
1032990258,Average,4.3,M,Spring,o-neck,halfsleeve
880692544,Average,4.7,XL,winter,v-neck,short
958270190,Low,0,L,winter,v-neck,full
732757918,Average,4.7,M,Automn,slash-neck,sleevless
898646576,Low,4.7,free,winter,o-neck,sleevless
950048509,high,0,L,winter,v-neck,full
754316257,Low,4.7,L,Summer,o-neck,sleevless
598523814,Average,4.7,free,Summer,v-neck,full
774130360,Average,0,free,Winter,v-neck,full
555727400,low,4.7,free,Summer,o-neck,capsleeves
537463111,Average,4.7,M,Summer,o-neck,thressqatar
933864550,low,4.5,free,Summer,slash-neck,sleevless
944930838,low,4,free,Summer,turndowncollor,short
901346821,low,4.7,free,Summer,v-neck,sleevless
818295153,low,5,free,Summer,o-neck,sleevless
733134203,low,4.7,S,Winter,o-neck,sleeevless
943414146,Average,4.5,S,Winter,v-neck,sleevless
709353440,Average,4.7,M,Summer,o-neck,sleevless
1190383536,Low,0,free,Summer,o-neck,sleevless
869138763,Average,4.1,L,winter,o-neck,sleevless
977173764,Average,4.2,M,winter,v-neck,full
918331326,Average,4.8,free,winter,v-neck,halfsleeve
733715437,Average,4.9,free,Winter,o-neck,sleevless
955679920,Average,4.8,S,Winter,v-neck,sleevless
862814652,Average,4.7,L,Winter,o-neck,sleevless
799301728,Average,4.7,M,Summer,v-neck,short
1039384371,Average,4.8,free,Summer,o-neck,sleevless
746518490,Low,4.7,M,Winter,v-neck,sleevless
720665176,Average,5,s,Spring,turndowncollor,full
1001750851,Low,1,M,Spring,o-neck,halfsleeve
882975367,Average,4.1,free,Summer,v-neck,sleevless
1069577979,Low,4,free,Summer,v-neck,sleevless
1079373429,Average,4.7,M,Spring,v-neck,sleevless
711704151,Average,4.6,free,Spring,v-neck,full
876761815,Low,5,M,Spring,o-neck,sleevless
1062354779,Average,4.7,M,Automn,v-neck,sleevless
727676110,low,4.6,free,winter,o-neck,full
845853510,Average,4.5,L,Summer,o-neck,short
832090686,Average,4.6,M,Automn,o-neck,thressqatar
839305476,Low,4.6,free,Automn,o-neck,halfsleeve
855418066,Low,4.7,L,Summer,NULL,sleevless
1211480431,Low,0,L,Summer,o-neck,sleevless
946741571,Average,4,free,Winter,o-neck,sleevless
724177834,low,4.7,free,Summer,o-neck,full
975877364,Average,0,M,Summer,v-neck,sleevless
851697194,Average,4.1,free,Summer,o-neck,thressqatar
1108356000,Average,0,M,Spring,o-neck,halfsleeve
871219565,Low,4.6,M,Summer,o-neck,short
1250787559,Low,0,free,Spring,v-neck,sleevless
942245416,Average,5,M,Spring,o-neck,thressqatar
900108476,Low,5,free,winter,o-neck,full
1019672746,Average,4.5,L,winter,o-neck,short
783980024,Average,4.5,free,Summer,o-neck,short
970655043,Low,4.4,L,Summer,bowneck,short
1139064593,high,0,L,winter,v-neck,thressqatar
939389270,Average,4.8,free,winter,o-neck,sleevless
859321875,Low,4.7,M,Winter,o-neck,full
703395323,Medium,0,free,Winter,bowneck,full
1083779666,Average,4.7,M,Winter,o-neck,short
966030991,Average,0,M,Summer,o-neck,full
866405822,Average,4.8,S,Summer,v-neck,short
941564304,Average,4.9,free,Summer,sqare-collor,sleevless
1119360745,Average,3,M,Spring,turndowncollor,short
932375745,low,4.7,L,Automn,o-neck,short
789373177,Average,4.3,M,Automn,o-neck,sleevless
1135456589,Average,0,XL,Winter,v-neck,short
932913675,Low,5,free,Summer,o-neck,sleevless
1217548862,Average,0,L,Summer,sqare-collor,short
755078866,Low,4.7,free,winter,o-neck,sleevless
1052420390,Average,5,M,Summer,v-neck,thressqatar
924108301,Low,4.7,L,Summer,o-neck,full
675980168,Average,4.6,M,Spring,o-neck,sleevless
730603782,Average,4.8,M,Summer,o-neck,full
934830377,Low,4.6,free,Summer,v-neck,sleevless
689406468,very-high,4.6,free,Summer,o-neck,sleevless
870994067,Low,4.8,M,Spring,o-neck,short
1016250560,Average,0,M,Spring,o-neck,halfsleeve
860334943,Medium,4.9,L,Winter,o-neck,short
863336720,Average,4.2,free,Summer,o-neck,sleevless
835915937,Average,4.9,M,Summer,o-neck,short
944641715,Low,5,XL,Spring,v-neck,thressqatar
869395176,Average,4.7,M,Summer,o-neck,sleevless
1097435333,Average,0,free,Summer,bowneck,halfsleeve
1124120907,Average,0,free,Summer,o-neck,sleevless
1130463523,Medium,0,free,winter,o-neck,sleevless
560474456,low,4.4,free,Automn,v-neck,sleevless
907669618,Average,0,free,Spring,v-neck,full
710089916,Average,4.9,XL,Spring,slash-neck,full
793162246,Average,4.7,XL,Summer,v-neck,halfsleeve
1065317917,Average,0,free,Automn,v-neck,full
737461130,Average,4.8,M,Summer,v-neck,full
663993130,Medium,4.9,L,Spring,sqare-collor,sleevless
933231033,Average,4.7,M,Spring,o-neck,halfsleeve
743417270,low,4.4,free,Summer,bowneck,sleevless
798898277,Low,4.6,free,winter,o-neck,sleevless
549401113,Low,4.6,free,Autumn,o-neck,full
857189807,Low,4.5,free,Summer,o-neck,sleevless
1055149353,Low,0,free,winter,v-neck,NULL
1199912555,Average,0,XL,Spring,bowneck,sleevless
1249825438,Average,0,free,Autumn,o-neck,full
967191118,Low,4.8,free,Spring,v-neck,sleevless
871620435,Low,4.7,free,Autumn,o-neck,sleevless
865490824,high,5,M,Summer,v-neck,sleevless
1079955163,Average,4.6,L,Summer,bowneck,full
600514129,Medium,4.9,S,Summer,bowneck,sleevless
976975672,Average,4.9,M,Autumn,o-neck,short
720087997,Low,4.3,free,Spring,o-neck,full
699651184,Low,4.7,S,Autumn,o-neck,sleevless
605122868,Average,4.8,L,Autumn,boat-neck,sleevless
1000425584,Average,4.5,L,winter,v-neck,sleevless
549159213,Average,4.4,free,Summer,o-neck,capsleeves
898316315,Average,0,M,Spring,o-neck,sleevless
1017484769,Low,0,free,Summer,v-neck,sleevless
733025646,Low,4.8,L,Summer,v-neck,thressqatar
909624960,Average,5,M,Summer,o-neck,sleveless
1086459983,Average,5,free,Summer,o-neck,sleeveless
593007494,Low,4.6,free,Spring,v-neck,sleevless
660179663,Average,4.5,M,Summer,o-neck,full
1097157656,Average,4.5,L,Spring,boat-neck,thressqatar
751776863,Average,4.5,free,Autumn,o-neck,halfsleeve
1253973206,Low,0,M,Summer,boat-neck,short
828790972,Average,4.9,M,winter,o-neck,halfsleeve
933413410,Average,4.8,M,Summer,o-neck,halfsleeve
550959163,Low,4.4,L,Summer,o-neck,sleevless
933926000,Average,4.3,M,winter,slash-neck,sleeveless
953168456,Average,4.7,L,Summer,o-neck,sleevless
1124754999,Average,0,S,Summer,v-neck,sleevless
832949213,Low,4.4,free,Summer,o-neck,sleevless
801216472,high,4.3,M,Spring,boat-neck,full
929898500,Average,4.8,M,winter,turndowncollor,full
850490510,Average,4.6,M,Spring,o-neck,halfsleeve
1099394392,Low,0,free,Summer,v-neck,sleevless
674885710,high,4.9,XL,winter,v-neck,full
1122991519,Low,0,free,winter,o-neck,sleevless
904781800,Average,5,M,Autumn,v-neck,sleevless
974438263,Low,0,free,Spring,v-neck,sleevless
875608094,Low,4.4,free,Summer,o-neck,full
1061890181,Average,0,L,Spring,o-neck,sleevless
1033144189,Average,4.7,M,Spring,o-neck,full
860406062,Average,4.6,M,winter,v-neck,halfsleeve
692445545,Low,4.4,free,Summer,o-neck,full
974775647,Low,5,M,Automn,o-neck,sleevless
1109819647,Average,0,free,winter,o-neck,short
1223469038,Average,0,free,winter,slash-neck,sleevless
511503677,Low,4.4,M,Summer,o-neck,halfsleeve
1190558632,Average,0,L,Summer,o-neck,sleevless
641665398,Low,4.8,free,winter,bowneck,full
964917582,Average,5,L,Summer,o-neck,sleevless
859922576,Average,4.6,M,Spring,o-neck,halfsleeve
817353671,Low,4.6,free,Summer,o-neck,sleevless
990559192,Average,4.7,M,winter,o-neck,halfsleeve
713391965,Low,4.7,M,Spring,o-neck,full
722565148,Low,4.3,free,Summer,o-neck,full
532874347,Average,4.7,M,Summer,v-neck,full
655464934,Average,4.6,L,winter,boat-neck,sleevless
919930954,Low,4.4,free,Summer,v-neck,short
